type(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String),coordinates(String),ident(String),name(String),elevation_ft(Integer)
closed,NA,US,US-VA,Nokesville,03VA,03VA,"38.66460037231445, -77.57969665527344",03VA,Whipoorwill Springs Airport,250
small_airport,NA,US,US-WA,Spangle,03WA,03WA,"47.408199310302734, -117.37200164794922",03WA,Spangle Field,2440
small_airport,NA,US,US-WI,Berlin,03WI,03WI,"44.028873, -88.883945",03WI,Zink Airport,880
small_airport,NA,US,US-WA,Goldendale,03WN,03WN,"45.875, -120.66999816894531",03WN,Aerostone Ranch Airport,2320
small_airport,NA,US,US-TX,Mertzon,03XS,03XS,"31.318099975585938, -100.75399780273438",03XS,Creekside Airport,2100
small_airport,NA,US,US-AK,Soldotna,04AA,04AA,"60.535833, -150.811387",04AA,Phil's Airport,250
heliport,NA,US,US-AL,Anniston,04AL,04AL,"33.62639999, -85.96720123",04AL,Anniston AHP (Anniston Army Depot),686
heliport,NA,US,US-AR,Benton,04AR,04AR,"34.574319, -92.586047",04AR,Saline Memorial Hospital Heliport,430
small_airport,NA,US,US-AZ,Chinle,04AZ,04AZ,"36.15420150756836, -109.5510025024414",04AZ,Chinle Airport,5515
small_airport,NA,US,US-CA,Palmdale,KGXA,04CA,"34.5639, -117.675003",04CA,Gray Butte Field,3020
small_airport,NA,US,US-CA,Julian,04CL,04CL,"33.08169937133789, -116.44100189208984",04CL,Hunt's Sky Ranch Airport,2310
heliport,NA,US,US-CT,Harwinton,04CT,04CT,"41.75510025024414, -73.05239868164062",04CT,Shingle Mill Heliport,880
small_airport,NA,US,US-FL,Homestead,04FA,04FA,"25.558700561523438, -80.51509857177734",04FA,Richards Field,9
heliport,NA,US,US-FL,Brandon,04FD,04FD,"27.929372, -82.336981",04FD,Tampa General Hospital Brandon Healthplex Heliport,37
small_airport,NA,US,US-FL,Ormond,04FL,04FL,"29.23940086364746, -81.22200012207031",04FL,Cross Creek Farms Airport,30
small_airport,NA,US,US-OH,Columbus,04I,04I,"39.91120147705078, -83.18879699707031",04I,Columbus Southwest Airport,920
small_airport,NA,US,US-IA,Packwood,04IA,04IA,"41.08829879760742, -92.05460357666016",04IA,Middlekoop Airport,801
small_airport,NA,US,US-ID,Emmett,04ID,04ID,"43.87770080566406, -116.53700256347656",04ID,Lanham Field,2343
small_airport,NA,US,US-IN,New Haven,04II,04II,"41.13059997558594, -84.99410247802734",04II,Turkey Run Airport,765
small_airport,NA,US,US-IL,Hudson,04IL,04IL,"40.6375007629, -89.0070037842",04IL,Schertz Aerial Service - Hudson Airport,755
seaplane_base,NA,US,US-IN,Angola,04IN,04IN,"41.701389, -85.113056",04IN,Lake Gage Seaplane Base,954
small_airport,NA,US,US-IL,Mansfield,04IS,04IS,"40.1786003112793, -88.56900024414062",04IS,Van Gorder Airport,728
heliport,NA,US,US-KS,Lawrence,04KS,04KS,"38.97890090942383, -95.2197036743164",04KS,Robinson Industries Heliport,835
small_airport,NA,US,US-KY,Hiseville,04KY,04KY,"37.135101318359375, -85.78939819335938",04KY,Natchez Trace Farm Airport,710
heliport,NA,US,US-LA,Lutcher,04LA,04LA,"30.051111, -90.702222",04LA,St James Heliport,10
small_airport,NA,US,US-IL,West Dundee,04LL,04LL,"42.13610076904297, -88.28759765625",04LL,Brunner Airport,750
heliport,NA,US,US-LA,Baton Rouge,04LS,04LS,"30.44610023498535, -91.10530090332031",04LS,La National Guard Heliport,52
closed,NA,US,US-MA,Haverhill,04MA,04MA,"42.8097991943, -71.1391983032",04MA,Goddard Field (Airport),200
heliport,NA,US,US-MD,Chesapeake City,04MD,04MD,"39.51810073852539, -75.82140350341797",04MD,Chesapeake City Heliport,40
small_airport,NA,US,US-ME,Mercer,04ME,04ME,"44.66669845581055, -69.8938980102539",04ME,Beech Hill Airport,625
small_airport,NA,US,US-MI,Eaton Rapids,04MI,04MI,"42.53450012207031, -84.62830352783203",04MI,Rapids Airway Airport,880
small_airport,NA,US,US-MN,Kelliher,04MN,04MN,"47.985801696777344, -94.68689727783203",04MN,Helblad Airport,1195
small_airport,NA,US,US-MO,Vandalia,04MO,04MO,"39.30120086669922, -91.45149993896484",04MO,Airpark Private Airport,767
small_airport,NA,US,US-MS,Rolling Fork,04MS,04MS,"32.939601898199996, -90.8373031616",04MS,Nick's Flying Service Inc Airport,100
small_airport,NA,US,US-MT,Cohagen,04MT,04MT,"47.13749777779999, -106.488095",04MT,Pluhar Airport,2715
heliport,NA,US,US-NC,Cary,04NC,04NC,"35.739200592, -78.7822036743",04NC,Western Wake Medical Center Heliport,445
small_airport,NA,US,US-NE,Sarben,04NE,04NE,"41.159999847399995, -101.299003601",04NE,Mc Connell Field Airport,3035
small_airport,NA,US,US-NJ,Elmer,04NJ,04NJ,"39.596801757799994, -75.2334976196",04NJ,Emmanuel Airport,155
small_airport,NA,US,US-NV,Sandy Valley,04NV,04NV,"35.7555007935, -115.665000916",04NV,Kingston Ranch Airport,2620
small_airport,NA,US,US-NY,Hudson,04NY,04NY,"42.262298584, -73.6961975098",04NY,Klaverack Airport,250
heliport,NA,US,US-OR,Forest Grove,04OG,04OG,"45.530833, -123.085556",04OG,Teufel Heliport,185
heliport,NA,US,US-OK,Stillwater,04OK,04OK,"36.1152992249, -97.079498291",04OK,Stillwater Medical Center Heliport,984
small_airport,NA,US,US-OR,Mitchell,04OR,04OR,"44.7499008179, -120.200996399",04OR,Collins Landing Strip,1500
heliport,NA,US,US-PA,Philadelphia,04PA,04PA,"39.87929916379999, -75.2287979126",04PA,S & C Distribution Center Heliport,50
heliport,NA,US,US-PA,Exton,04PN,04PN,"40.0306619, -75.63021",04PN,Strawbridge & Clothier Exton Heliport,320
heliport,NA,US,US-SC,Easley,04SC,04SC,"34.8405990601, -82.60690307620001",04SC,Emergency Helipad,994
heliport,NA,US,US-SD,Eagle Butte,04SD,04SD,"44.993124, -101.243011",04SD,Cheyenne River Health Center Heliport,2437
heliport,NA,US,US-TX,Austin,04TA,04TA,"30.271041666699997, -97.7446975708",04TA,Capitol National Bank Building Heliport,540
heliport,NA,US,US-TX,Houston,04TE,04TE,"29.700199127199998, -95.38739776610001",04TE,Veterans Affairs Medical Center Heliport,49
small_airport,NA,US,US-TN,Chuckey,04TN,04TN,"36.183300018299995, -82.67890167239999",04TN,Hensley Airpark,1430
heliport,NA,US,US-TX,Hutto,04TS,04TS,"30.553499221800003, -97.60610198970001",04TS,Hummingbird Heliport,690
small_airport,NA,US,US-TX,China Spring,04TX,04TX,"31.7322006226, -97.36889648440001",04TX,Pocock Airport,565
small_airport,NA,US,US-UT,Navajo Mountain Trdng Post,04UT,04UT,"37.0083007812, -110.794998169",04UT,Navajo Mountain Airport,6160
small_airport,NA,US,US-CO,Saguache,04V,04V,"38.0990833, -106.1743889",04V,Saguache Municipal Airport,7826
heliport,NA,US,US-VA,Lebanon,04VA,04VA,"36.898, -82.078",04VA,Russell County Medical Center Heliport,2004
small_airport,NA,US,US-VA,Manquin,04VG,04VG,"37.7144012451, -77.21179962160001",04VG,Manquin Flight Park Ultralightport,50
small_airport,NA,US,US-VT,Cabot,04VT,04VT,"44.4011001587, -72.26360321039999",04VT,Lightning Bolt Field Airport,2156
small_airport,NA,US,US-MN,Hinckley,04W,04W,"46.0228004456, -92.895401001",04W,Field of Dreams Airport,1021
small_airport,NA,US,US-WA,Spokane,04WA,04WA,"47.5817985535, -117.43699646",04WA,Ox Meadows Airport,2345
small_airport,NA,US,US-WI,Bristol,04WI,04WI,"42.523399353, -88.0167007446",04WI,Dutch Gap Airstrip,760
small_airport,NA,US,US-WA,Royal City,04WN,04WN,"46.963889, -119.641667",04WN,Stillwater Creek Airport,1510
heliport,NA,US,US-WV,Morgantown,04WV,04WV,"39.6536111111, -79.9561111111",04WV,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137
small_airport,NA,US,US-AK,Palmer,05AK,05AK,"61.66830063, -149.1880035",05AK,Wasilla Creek Airpark,620
heliport,NA,US,US-AL,Fort Rucker/Wicksburg,05AL,05AL,"31.2311992645, -85.64969635010002",05AL,Allen Stagefield Army Heliport,365
small_airport,NA,US,US-AR,Kingston,05AR,05AR,"36.000633, -93.57025",05AR,Ozark Skies Airpark,1900
heliport,NA,US,US-AZ,Yuma,05AZ,05AZ,"32.682800293, -114.634002686",05AZ,Yuma Regional Medical Center Heliport,200
heliport,NA,US,US-CA,Calabasas,05CA,05CA,"34.137798309299995, -118.713996887",05CA,Lost Hills Sheriff's Station Heliport,888
small_airport,NA,US,US-CA,Pope Valley,05CL,05CL,"38.6106987, -122.39099884",05CL,Pope Valley Airport,618
small_airport,NA,US,US-CO,Mead,05CO,05CO,"40.2149839, -104.9844228",05CO,Rancho De Aereo Airport,4978
heliport,NA,US,US-CT,Torrington,05CT,05CT,"41.7737007141, -73.1162033081",05CT,O And G Heliport,600
small_airport,NA,US,US-FL,Florala,05FA,05FA,"30.918899536132812, -86.21829986572266",05FA,Melanie's Airport,295
heliport,NA,US,US-FL,North Miami Beach,05FD,05FD,"25.960899353027344, -80.13919830322266",05FD,Aventura Heliport,6
small_airport,NA,US,US-FL,La Belle,05FL,05FL,"26.523099899291992, -81.4083023071289",05FL,Charlton Strip,36
small_airport,NA,US,US-GA,Richland,05GA,05GA,"32.0713996887207, -84.71440124511719",05GA,Raju Airport,625
small_airport,NA,US,US-IA,Nora Springs,05IA,05IA,"43.13750076293945, -93.06829833984375",05IA,Spotts Field,1155
small_airport,NA,US,US-ID,Grangeville,05ID,05ID,"45.914101, -114.835999",05ID,Running Creek Ranch Airport,2969
small_airport,NA,US,US-IN,New Haven,05II,05II,"41.02870178222656, -84.99720001220703",05II,Reichhart Airport,795
small_airport,NA,US,US-IL,Bonfield,05IL,05IL,"41.156700134277344, -88.0167007446289",05IL,Classic Landings Airport,635
small_airport,NA,US,US-IN,Belleville,05IN,05IN,"39.641998291015625, -86.50420379638672",05IN,Cooper Airport,860
small_airport,NA,US,US-IL,Mount Auburn,05IS,05IS,"39.72589874267578, -89.26399993896484",05IS,Hardy Airport,605
small_airport,NA,US,US-KS,Elk City,05KS,05KS,"37.26620101928711, -95.95919799804688",05KS,Darbro Field,945
small_airport,NA,US,US-KY,Berea,05KY,05KY,"37.53689957, -84.40720367",05KY,Cartersville Airport,1070
small_airport,NA,US,US-LA,Baskin,05LA,05LA,"32.26530075073242, -91.69779968261719",05LA,Greg's Flying Service Airport,76
heliport,NA,US,US-IL,Willowbrook,05LL,05LL,"41.7489013671875, -87.93509674072266",05LL,Midwest Heliport,710
small_airport,NA,US,US-LA,Alexandria,05LS,05LS,"31.252199172973633, -92.47579956054688",05LS,Grass Roots Airport,83
heliport,NA,US,US-MA,Ipswich,05MA,05MA,"42.691200256347656, -70.91230010986328",05MA,Bentley Heliport,80
small_airport,NA,US,US-MD,Chestertown,05MD,05MD,"39.250099182128906, -76.2052001953125",05MD,Breezecroft Airport,20
small_airport,NA,US,US-ME,Jonesboro,05ME,05ME,"44.65700149536133, -67.55919647216797",05ME,Drisko Airport,70
heliport,NA,US,US-MN,Aurora,05MN,05MN,"47.5175001, -92.2302778",05MN,Northern Pines Medical Center Heliport,1446
heliport,NA,US,US-MO,Portageville,05MO,05MO,"36.4297981262207, -89.68009948730469",05MO,Portageville Community Heliport,272
heliport,NA,US,US-MS,Jackson,05MS,05MS,"32.31890106201172, -90.16809844970703",05MS,Va Medical Center Jackson Heliport,359
small_airport,NA,US,US-MT,Belgrade,05MT,05MT,"45.815368, -111.152163",05MT,Jones Landing,4364
small_airport,NA,US,US-NE,Spalding,05NE,05NE,"41.7221984863, -98.3089981079",05NE,Mc Kay Airport,2010
heliport,NA,US,US-NH,Kensington,05NH,05NH,"42.92390060424805, -70.95140075683594",05NH,Stumpfield Heliport,200
heliport,NA,US,US-NJ,Jersey City,05NJ,05NJ,"40.7140007019043, -74.03150177001953",05NJ,Paulus Hook Pier Heliport,7
small_airport,NA,US,US-NV,Baker,05NV,05NV,"39.0311, -114.088219",05NV,Baker Ranches Airport,5180
heliport,NA,US,US-NY,Pulaski,05NY,05NY,"43.551998138427734, -76.09020233154297",05NY,Oswego County At Pulaski Heliport,445
small_airport,NA,US,US-OH,Columbia Station,05OI,05OI,"41.28839874267578, -81.96260070800781",05OI,Dorlon Airpark,830
small_airport,NA,US,US-OR,Enterprise,05OR,05OR,"45.44150161743164, -117.35099792480469",05OR,Peacock Ranch Airport,3500
heliport,NA,US,US-PA,Philadelphia,05PA,05PA,"39.9548, -75.178201",05PA,PECO Mob. Heliport,110
heliport,NA,US,US-PA,Harrisburg,05PN,05PN,"40.30009841918945, -76.85800170898438",05PN,State Police Area Iii Heliport,485
small_airport,NA,US,US-PA,Burnt Cabins,05PS,05PS,"40.142799377441406, -77.86190032958984",05PS,Mills Brothers Airport,1210
small_airport,NA,US,US-OR,Vernonia,05S,05S,"45.85150146484375, -123.24199676513672",05S,Vernonia Airfield,647
small_airport,NA,US,US-TX,Sealy,05TA,05TA,"29.809099197387695, -96.26509857177734",05TA,Brandes Air Field,276
small_airport,NA,US,US-TX,Georgetown,05TE,05TE,"30.72209930419922, -97.79139709472656",05TE,Hilde-Griff Field,950
small_airport,NA,US,US-TX,Justin,05TS,05TS,"33.12929916381836, -97.35859680175781",05TS,Dew Drop Airport,750
small_airport,NA,US,US-TX,Blum,05TX,05TX,"32.12919998168945, -97.4041976928711",05TX,Circle 'A' Ranch Airport,608
small_airport,NA,US,US-UT,Oljato,05UT,05UT,"37.03329849243164, -110.31700134277344",05UT,Oljato Airport,4838
small_airport,NA,US,US-CO,Blanca,05V,05V,"37.41109848022461, -105.552001953125",05V,Blanca Airport,7720
small_airport,NA,US,US-VA,Farmville,05VA,05VA,"37.22420120239258, -78.4186019897461",05VA,Providence Airport,445
heliport,NA,US,US-VT,Highgate Springs,05VT,05VT,"45.013301849365234, -73.08670043945312",05VT,Port of Highgate Springs Heliport,68
heliport,NA,US,US-WA,Spokane,05WA,05WA,"47.64820098876953, -117.41400146484375",05WA,Sacred Heart Medical Center Helistop,2220
small_airport,NA,US,US-WI,Darien,05WI,05WI,"42.651100158691406, -88.74590301513672",05WI,Ames Private Airport,958
small_airport,NA,US,US-WA,Kettle Falls,05WN,05WN,"48.702222, -118.0475",05WN,Flat Creek Field,1570
small_airport,NA,US,US-AR,Wilmot,05XS,05XS,"33.07929992675781, -91.54319763183594",05XS,Johnson Memorial Airport,105
small_airport,NA,US,US-MN,Henning,05Y,05Y,"46.30379867553711, -95.43949890136719",05Y,Henning Municipal Airport,1455
small_airport,NA,US,US-AK,Wasilla,06AK,06AK,"61.627619, -149.575331",06AK,June Lake Airpark,425
heliport,NA,US,US-AL,Fort Rucker/New Brockton,06AL,06AL,"31.388399124145508, -85.97239685058594",06AL,Brown Stagefield Army Heliport,415
small_airport,NA,US,US-AR,Higden,06AR,06AR,"35.544498443603516, -92.18489837646484",06AR,Bondair Airport,499
heliport,NA,US,US-AZ,Gilbert,06AZ,06AZ,"33.28580093383789, -111.75299835205078",06AZ,Mercy Gilbert Medical Center Heliport,1280
seaplane_base,NA,US,US-ME,Bangor,06B,06B,"44.907001495399996, -68.8050003052",06B,Lucky Landing Marina and Seaplane Base,115
heliport,NA,US,US-CA,Yermo,06CA,06CA,"34.87080001831055, -116.83399963378906",06CA,Sce Solar I Heliport,1942
heliport,NA,US,US-CA,Glendale,06CL,06CL,"35.15719985961914, -118.28900146484375",06CL,Abc7-Tv Heliport,520
small_airport,NA,US,US-CO,Branson,06CO,06CO,"37.38750076293945, -103.69100189208984",06CO,Jecan Airport,5100
small_airport,NA,US,US-FL,Jupiter,06FA,06FA,"26.90839958190918, -80.32890319824219",06FA,William P Gwinn Airport,28
small_airport,NA,US,US-FL,Mascotte,06FD,06FD,"28.641700744628906, -81.88500213623047",06FD,Grass Roots Airpark,105
heliport,NA,US,US-FL,Clearwater,06FL,06FL,"27.953399658203125, -82.8042984008789",06FL,Morton Plant Hospital Heliport,3
heliport,NA,US,US-GA,Redan,06GA,06GA,"33.75339889526367, -84.16210174560547",06GA,Smith Heliport,1065
seaplane_base,NA,US,US-IN,French Lick,06I,06I,"38.43339920043945, -86.69110107421875",06I,Patoka Reservoir Landing Area Seaplane Base,536
small_airport,NA,US,US-IA,Walford,06IA,06IA,"41.841400146484375, -91.83429718017578",06IA,Rich Field,880
small_airport,NA,US,US-ID,Kuna,06ID,06ID,"43.46269989013672, -116.35900115966797",06ID,Larkin Airport,2750
small_airport,NA,US,US-IL,Earlville,06IL,06IL,"41.5994987487793, -88.86990356445312",06IL,Humm Airport,708
small_airport,NA,US,US-IL,Nauvoo,06IS,06IS,"40.5463981628418, -91.27429962158203",06IS,Sinele Strip,695
heliport,NA,US,US-KS,Wichita,06KS,06KS,"37.69580078125, -97.37249755859375",06KS,Riverside Hospital Airlift Heliport,1332
heliport,NA,US,US-KY,Jackson,06KY,06KY,"37.525901794433594, -83.34519958496094",06KY,Falcon Heliport,751
heliport,NA,US,US-LA,St Francisville,06LS,06LS,"30.70789909362793, -91.32019805908203",06LS,Tembec Heliport,85
heliport,NA,US,US-MA,Pepperell,06MA,06MA,"42.69060134887695, -71.60900115966797",06MA,The Barn Heliport,210
heliport,NA,US,US-MD,Baltimore,06MD,06MD,"39.29140090942383, -76.54630279541016",06MD,Bayview Heliport,132
heliport,NA,US,US-ME,Bethel,06ME,06ME,"44.415247, -70.844275",06ME,Barker Heliport,649
heliport,NA,US,US-MI,Jackson,06MI,06MI,"42.2510986328125, -84.39140319824219",06MI,W A Foote Memorial Hospital Heliport,978
small_airport,NA,US,US-MN,Virginia,06MN,06MN,"47.6519012451, -92.41670227050001",06MN,Pike Field Airport,1463
small_airport,NA,US,US-MO,Waldron,06MO,06MO,"39.23059844970703, -94.80439758300781",06MO,Noahs Ark Airport,755
small_airport,NA,US,US-MT,Ethridge,06MT,06MT,"48.55830001831055, -112.10900115966797",06MT,Torgerson Airport,3541
small_airport,NA,US,US-NY,Middletown,06N,06N,"41.43199920654297, -74.3916015625",06N,Randall Airport,523
small_airport,NA,US,US-NC,St. Pauls,06NC,06NC,"34.82749938964844, -78.9302978515625",06NC,Tailwinds Airport,163
small_airport,NA,US,US-ND,Glen Ullin,06ND,06ND,"46.7489013671875, -101.66899871826172",06ND,Fitterer's Strip,2180
heliport,NA,US,US-NE,Nebraska City,06NE,06NE,"40.68000030517578, -95.86170196533203",06NE,St Marys Hospital Heliport,1015
small_airport,NA,US,US-NH,Kensington,06NH,06NH,"42.92839813232422, -70.97309875488281",06NH,Cole Farm Airport,160
small_airport,NA,US,US-NV,Baker,06NV,06NV,"39.098333, -114.150277",06NV,Silver Creek Airport,5556
small_airport,NA,US,US-NY,Auburn,06NY,06NY,"42.84280014038086, -76.44529724121094",06NY,Murphy Field,1100
heliport,NA,US,US-OH,Youngstown,06O1,06O1,"41.11479949951172, -80.65699768066406",06O1,Saint Elizabeth Medical Center Heliport,1020
small_airport,NA,US,US-OH,Williamsfield,06OH,06OH,"41.50979995727539, -80.59120178222656",06OH,Hal Joy Airfield,1160
small_airport,NA,US,US-OH,New Lebanon,06OI,06OI,"39.734798431396484, -84.3822021484375",06OI,Green Acres Airport,915
heliport,NA,US,US-OK,Grove,06OK,06OK,"36.54169845581055, -94.83360290527344",06OK,Albert Lodge Heliport,900
small_airport,NA,US,US-OR,Forest Grove,06OR,06OR,"45.4650993347168, -123.08000183105469",06OR,Hayden Mountain Airport,850
small_airport,NA,US,US-PA,Ceres,06PA,06PA,"41.995792, -78.288152",06PA,Freefall Oz Airport,1440
heliport,NA,US,US-PA,Harrisburg,06PN,06PN,"40.382733, -76.772533",06PN,Schiavoni Heliport,727
heliport,NA,US,US-PA,West Homestead,06PS,06PS,"40.40230178833008, -79.92130279541016",06PS,Cherokee Island Castle Heliport,760
small_airport,NA,US,US-TX,Bellville,06R,06R,"29.9419002532959, -96.24610137939453",06R,Grawunder Field,289
small_airport,NA,US,US-KS,Derby,06SN,06SN,"37.583900451660156, -97.25309753417969",06SN,Beyer Farm Airport,1340
small_airport,NA,US,US-TX,Buckholts,06TA,06TA,"30.90850067138672, -97.11689758300781",06TA,Glaser Field,480
small_airport,NA,US,US-TX,Cleveland,06TE,06TE,"30.312700271606445, -95.02690124511719",06TE,Ainsworth Airport,129
small_airport,NA,US,US-TN,Columbia,06TN,06TN,"35.69729995727539, -86.95690155029297",06TN,Hunter STOLport,640
small_airport,NA,US,US-TX,Hockley,06TX,06TX,"30.057600021362305, -95.81289672851562",06TX,Diamond N Ranch Airport,215
small_airport,NA,US,US-VA,Grottoes,06VA,06VA,"38.249000549316406, -78.85530090332031",06VA,Mount Horeb Field,1160
heliport,NA,US,US-WA,Spokane,06WA,06WA,"47.68629837036133, -117.197998046875",06WA,N A Degerstrom Yard Heliport,2013
small_airport,NA,US,US-WI,Frederic,06WI,06WI,"45.66270065307617, -92.45020294189453",06WI,Young Private Airport,1075
small_airport,NA,US,US-WA,Yelm,06WN,06WN,"46.92499923706055, -122.5530014038086",06WN,Western Airpark,394
small_airport,NA,US,US-TX,Aubrey,06XS,06XS,"33.32469940185547, -97.04419708251953",06XS,Campbell Field,546
small_airport,NA,US,US-MN,Herman,06Y,06Y,"45.83000183105469, -96.16059875488281",06Y,Herman Municipal Airport,1068
small_airport,NA,US,US-AK,Willow,07AA,07AA,"61.6959639, -149.9549028",07AA,Pan Lake Strip Airport,357
heliport,NA,US,US-AL,Fort Rucker/Samson,07AL,07AL,"31.125200271606445, -85.9791030883789",07AL,Tac X Stagefield Army Heliport,132
small_airport,NA,US,US-AR,Morrilton,07AR,07AR,"35.19449996948242, -92.80020141601562",07AR,Morrilton Airport,300
closed,NA,US,US-AZ,Phoenix,07AZ,07AZ,"33.56669998168945, -112.06900024414062",07AZ,John C Lincoln Hospital Heliport,1255
small_airport,NA,US,US-ME,Blue Hill,07B,07B,"44.448001861572266, -68.5697021484375",07B,Blue Hill Airport,360
heliport,NA,US,US-CA,Taft,07CA,07CA,"35.13890075683594, -119.45099639892578",07CA,West Side Hospital Heliport,850
small_airport,NA,US,US-CA,Richvale,07CL,07CL,"39.49769973754883, -121.77100372314453",07CL,Richvale Airport,100
small_airport,NA,US,US-CO,Kiowa,07CO,07CO,"39.26359939575195, -104.427001953125",07CO,Comanche Creek Airport,6620
